date,id,username,text,retweets,favorites,permalink,mentions,hashtags,geo,emojis,lang,verified,replyCount,quoteCount
"2019-03-09 23:01:22",1104517563889922049,"DiegoBasilio_","#BoaNoite 

Tive um dia longo mas valeu a pena 😊

#Instalike #CatracaSp #Photography #Liba #Liberdade #SogoPlaza #Photography #Sabado #Saturday em Sogo Plaza Shopping - Liberdade https://t.co/BfCgWGDa4X",0,0,"","","#BoaNoite #Instalike #CatracaSp #Photography #Liba #Liberdade #SogoPlaza #Photography #Sabado #Saturday","","😊","pt","","0","0"
"2019-03-09 23:00:38",1104517378388443137,"sidney_sara","Papa Capim 
Como Fred Mercury 
Kkkkkkkkkk em São Paulo  Brazil https://t.co/VeeknbVxFo",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:59:19",1104517046849732608,"ddudasp","Acabou de publicar uma foto em São Paulo  Brazil https://t.co/hqPd8Urx3a",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:58:55",1104516947163705345,"wyllyam_8","Bicho que coxinha maravilhosa (@ Ragazzo Express in São Paulo) https://t.co/riCBa0M01V https://t.co/TWzEmsAnTM",0,0,"","@","","","","pt","","0","0"
"2019-03-09 22:58:01",1104516721371766784,"LuizCFidelis","#lulalivre em São Paulo  Brazil https://t.co/xfkSS13EcX",0,0,"","","#lulalivre","","","pt","","0","0"
"2019-03-09 22:56:27",1104516325781598208,"ricardomuraroto","Quem foi que falou que na quarta-feira  tudo isso tem que acabar... #carnaval #2019 #carnaVRAU #saopaulo #friends #amo em São Paulo  Brazil https://t.co/lTJjTu9Yta",0,0,"","","#carnaval #2019 #carnaVRAU #saopaulo #friends #amo","","","pt","","0","0"
"2019-03-09 22:54:41",1104515882305372160,"fraja8","É só Amor ❤️ 
🙏🏽🎸🎤💪🏿 baianasystem ☠️⚡️ Navio Pirata em SP 🕺🏻 🕺🏻 🕺🏻 🕺🏻 🕺🏻 🕺🏻 #Pirataria 😍 Respeitaaa!!! _______________________________________________________ 
#naviopirata #baianasystem… https://t.co/MlpD519nTH",0,0,"","","#Pirataria #naviopirata #baianasystem","","❤ 🙏 🏽 🎸 🎤 💪 🏿 ☠ ⚡ 🕺 🏻 🕺 🏻 🕺 🏻 🕺 🏻 🕺 🏻 🕺 🏻 😍","pt","","0","0"
"2019-03-09 22:53:08",1104515491064885248,"melissacarlaadv","Acabou de publicar uma foto em São Paulo  Brazil https://t.co/5BBRGbkal7",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:52:41",1104515377734668288,"pulga_sccp","#saopaulo #sampa #zonasulsp #cidadeademar #vilaconstança #55mm #canonrebelt6 em São Paulo  Brazil https://t.co/UZExucy3Dd",0,0,"","","#saopaulo #sampa #zonasulsp #cidadeademar #vilaconstança #55mm #canonrebelt6","","","pt","","0","0"
"2019-03-09 22:49:41",1104514621220610050,"adalbertofeito","Vivão e vivendo en Logo Alí. https://t.co/pRoNwTUskM",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:47:47",1104514145888677888,"RafaJornalista","Que energia  que vibração. Valeu cada segundo @claudialeitte. #Carnaval #ClaudiaLeitte #SaoPaulo em São Paulo  Brazil https://t.co/rWjFNaAZfo",1,7,"","@claudialeitte","#Carnaval #ClaudiaLeitte #SaoPaulo","","","pt","","0","0"
"2019-03-09 22:47:20",1104514030197182465,"Andrade_FFC","→ Último fim de semana de atravesdairisapeca aqui em São Paulo 🎭

Ps: cabelin de cuia 🤣 em Teatro Faap https://t.co/lkqjw7tLBl",0,0,"","","","","🎭 🤣","pt","","0","0"
"2019-03-09 22:46:34",1104513838249058305,"Babuhiphopstar","Boa noite...93 em São Paulo  Brazil https://t.co/AcNoegq1tV",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:45:31",1104513573546573824,"magnera","São Paulo quando joga eu sempre vou (@ Estádio Municipal Paulo Machado de Carvalho (Pacaembu) for São Paulo vs Ferroviária in São Paulo  SP) https://t.co/gOgkHk1n3q",0,2,"","@","","","","pt","","0","0"
"2019-03-09 22:42:32",1104512823420280832,"JonnFranklin","Segue o baile 🎵
.
.
.
.
.
.
.
.
.
#loveyourself #instagrammer #gay #streetstyle #men #follow #saturdayvibes #gayboy #instagood #mensstreetstyle #followforfollowback #gaysp #gayfollow… https://t.co/rjT7khJKvI",0,2,"","","#loveyourself #instagrammer #gay #streetstyle #men #follow #saturdayvibes #gayboy #instagood #mensstreetstyle #followforfollowback #gaysp #gayfollow","","🎵","pt","","0","0"
"2019-03-09 22:41:58",1104512679929012224,"vitormichaeli","O mundo desembarca em Salvador
#claudialeitte #blocolargadinhosp em São Paulo  Brazil https://t.co/cbNujgZmsI",0,0,"","","#claudialeitte #blocolargadinhosp","","","pt","","0","0"
"2019-03-09 22:41:04",1104512452006498304,"RAYDIMENEZES10","#lustrespendentes #lumináriasdeteto #iluminação #pendetessalajantar #lustresmesajantar #lustrespracasa #lustresyamamura #lustresemoferta #lustresempromoção #lojadeiluminacaorj… https://t.co/xtjB0ZbZch",0,0,"","","#lustrespendentes #lumináriasdeteto #iluminação #pendetessalajantar #lustresmesajantar #lustrespracasa #lustresyamamura #lustresemoferta #lustresempromoção #lojadeiluminacaorj","","","und","","0","0"
"2019-03-09 22:40:24",1104512287367483392,"larissab___","E o sigabemcaminhoneira é o melhor bloco de São Paulo. Nem a chuva para a sapatao ❤️🌈 em São Paulo  Brazil https://t.co/OXpr9cXxC9",0,1,"","","","","❤ 🌈","pt","","0","0"
"2019-03-09 22:39:54",1104512161420886018,"ovitorlins","ATENÇÃO! A sessão de hoje (9) da #TAGMachine foi CANCELADA devido à forte chuva na região. VOLTAMOS COM TU-DO NA SEMANA QUE VEM (16) para a estreia da terceira temporada dessa peça cheia… https://t.co/suLqMRpZZH",0,0,"","","#TAGMachine","","","pt","","0","0"
"2019-03-09 22:39:21",1104512023100964864,"blogcidagonzaga","E só pra completar a fileira de fotos de rosto  venho com mais essa pra te avisar que saiu vídeo novo no canal  6 penteados fáceis para cabelo crespo  link aqui (… https://t.co/m2xF1NY4dN",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:38:24",1104511781437870080,"FlavioCrestani","Acabou de publicar uma foto em São Paulo  Brazil https://t.co/dYjDOiM1fc",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:37:39",1104511595378552832,"escariaoreal","FICOU CURTINDO FARRA AINDA SEM ALIANÇA? 🤔🥺🤬
📸 @nevershoutloki em São Paulo  Brazil https://t.co/PGGZ8ZMi5Y",1,20,"","@nevershoutloki","","","🤔 🥺 🤬 📸","pt","","0","0"
"2019-03-09 22:36:38",1104511336296468482,"Amenimario","Existem mensagens que são entregues e visualizadas sem a gente saber - basta orar #amenimario #ameniplan #protocol #ceremonial #bhuddism #tibetan… https://t.co/a8qtk3Dj8u",0,1,"","","#amenimario #ameniplan #protocol #ceremonial #bhuddism #tibetan","","","pt","","0","0"
"2019-03-09 22:36:11",1104511226476929024,"luanemagalhaes","O mais legal desse documentário da #Netflix sobre a temporada 2018 da #F1 é que a Ferrari e a Mercedes se negaram a participar e assim a gente vê o campeonato sob os olhos das outras… https://t.co/1nT2FpYbg9",0,0,"","","#Netflix #F1","","","pt","","0","0"
"2019-03-09 22:32:13",1104510225137238016,"Geancarlla","Hey Mr. DJ put a record on ❤ em Vale do Anhangabaú https://t.co/j0caV2yEOa",0,0,"","","","","❤","pt","","0","0"
"2019-03-09 22:30:29",1104509788770193408,"MarcoAurelioooo","E pra fechar o carnaval  chuva pra lavar a alma cheia de gliter (e tombar o look) em Bloco Meu Santo é Pop https://t.co/y0wcuytgHG",0,2,"","","","","","pt","","0","0"
"2019-03-09 22:29:57",1104509656880373761,"Confrariaideias","Larp 'A Demanda de Iscariotes' - Sesc 24 de maio. #larp #confrariadasideias #larpbrasil #medieval #larpgirl #lajv #rolenvivo  #roleplay  #larpdemandaiscariotes #larpmedieval Foto: Thomaz… https://t.co/Q1XXND9FtA",0,0,"","","#larp #confrariadasideias #larpbrasil #medieval #larpgirl #lajv #rolenvivo #roleplay #larpdemandaiscariotes #larpmedieval","","","pt","","0","0"
"2019-03-09 22:29:35",1104509562491678724,"gabrielcrulz","🤟🏽 em São Paulo  Brazil https://t.co/el46fRuGBB",0,0,"","","","","🤟 🏽","pt","","0","0"
"2019-03-09 22:29:28",1104509533555253248,"djro_abravanell","E hoje foram mais 3 almas resgatadas. Como é gostoso trabalhar para Jesus e com Jesus. ♥♥♥♥♥ em São Paulo  Brazil https://t.co/FT7wMfQhzi",0,1,"","","","","♥ ♥ ♥ ♥ ♥","pt","","0","0"
"2019-03-09 22:28:51",1104509381289435136,"RobertoGermano","...E sim sobre cada momento. Sorriso a se compartilhar... em Feirinha da Liberdade https://t.co/G1jVXh1KHn",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:27:55",1104509142545252352,"flavinha_mv","E assim nasce uma nova amizade... Antonella ganhou um au au: Dudu 🐕🐾 em São Paulo  Brazil https://t.co/vWQdt8ymPo",0,0,"","","","","🐕 🐾","pt","","0","0"
"2019-03-09 22:27:35",1104509058952978432,"Giuliano_Castro","Mano Que Coisa Mais Linda essa Camisa!!! 😍😍😍
🐳⚪⚫👏🏼 em São Paulo  Brazil https://t.co/c7LkiUQJKl",0,0,"","","","","😍 😍 😍 🐳 ⚪ ⚫ 👏 🏼","pt","","0","0"
"2019-03-09 22:26:14",1104508719251939328,"carlosaka","Iniciando a noite. #beer #seikosuperior #seikowatch #seikodiver #seiko #watch #watches em São Paulo  Brazil https://t.co/014FMS5XYB",0,0,"","","#beer #seikosuperior #seikowatch #seikodiver #seiko #watch #watches","","","pt","","0","0"
"2019-03-09 22:26:06",1104508688046440450,"jumancin",".playsom playsom. #naviopiratabaianasystem em Pinacoteca do Estado de São Paulo https://t.co/7mluJrG1YB",0,0,"","","#naviopiratabaianasystem","","","pt","","0","0"
"2019-03-09 22:25:27",1104508522602131456,"crisermini","O nascimento de um bebê é um momento único de alegria. É uma nova vida que chega trazendo esperança e amor sem fim. Mas quando a dádiva é em dobro  a felicidade se multiplica  os risos … https://t.co/fxciTlOtPc",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:24:55",1104508389445398528,"DanielleCestari","Um ano e três meses separam uma foto da outra.
Faço JI meus protocolos sempre foram 16/8 e 18/6 e um dia de lixo consciente  se fosse comer macarrão era um… https://t.co/YxCrY4PGYB",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:24:45",1104508349410959360,"antonioaraujo","Teve bloco Largadinho com @claudialeitte em São Paulo SIIIIMMM! Pena que a chuva fez o show terminar antes e a gente voltar pra casa todo molhado mais uma vez!… https://t.co/YNEGAgbeBk",0,0,"","@claudialeitte","","","","pt","","0","0"
"2019-03-09 22:21:47",1104507601042198531,"AlexandreMS71","Melhor time de Futebol de todos os tempos doa a quem doer!
#amorpelobalon #salvesampaoli #vamos ganhar # vaiserfacil #vaisermassacre #salvesantos #timedavirada em São Paulo  Brazil https://t.co/1ftDE3eFCq",0,0,"","","#amorpelobalon #salvesampaoli #vamos # #vaisermassacre #salvesantos #timedavirada","","","pt","","0","0"
"2019-03-09 22:21:38",1104507565222686720,"RafaJornalista","Sem palavras  espetacular @claudialeitte. Valeu cada segundo e cada momento. #Carnaval #SaoPaulo em São Paulo  Brazil https://t.co/1qUakJH0fF",0,0,"","@claudialeitte","#Carnaval #SaoPaulo","","","pt","","0","0"
"2019-03-09 22:18:42",1104506824747814912,"nana_mendes","Chuva miúda não mata ninguém
.
.
.
.
.
.
.
.
.
.

#BaianaSystem #Carnaval #Brazil em São Paulo  Brazil https://t.co/TW3ZzcUOsX",0,0,"","","#BaianaSystem #Carnaval #Brazil","","","pt","","0","0"
"2019-03-09 22:18:37",1104506805290520578,"porhojeeso","Jantar de hoje - Arroz  vagem refogada com tomate  shimeji e pepino 🥒
Coma o que te faz bem  no seu tempo e não faça nada para agradar o outro.Cada um tem o seu tempo! ☺️ 

#veganos… https://t.co/w7hmcXm8qQ",0,0,"","","#veganos","","🥒 ☺","pt","","0","0"
"2019-03-09 22:17:34",1104506539807834113,"astridfontenell","Se fosse video vocês ouviriam as boas risadas!!
A Família é louca por esse cara! Um amor meu de mais de 30 anos....e que passou de mãe pra filho.
Ontem foi gabrielfontenelleoficial quem… https://t.co/UOSQUUl6ke",1,62,"","","","","","pt","","6","0"
"2019-03-09 22:16:57",1104506383477616640,"borbols","Capotado 💤 em São Paulo  Brazil https://t.co/Qm8F1lj0ug",0,0,"","","","","💤","pt","","0","0"
"2019-03-09 22:16:26",1104506253231833089,"_AmericoNeto","É necessário abrir os olhos e perceber que as coisas boas estão dentro de nós  onde os sentimentos não precisam de motivos  nem os desejos de razão. O importante é aproveitar o momento e… https://t.co/XkX3e6rD4v",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:16:10",1104506189323386880,"leitterodrigues","🤪🍺 em São Paulo  Brazil https://t.co/PWIoKs9u5i",0,0,"","","","","🤪 🍺","pt","","0","0"
"2019-03-09 22:15:56",1104506130905079808,"_Janinhaa","🌹❣ em São Paulo  Brazil https://t.co/c9agUlnJSu",0,0,"","","","","🌹 ❣","pt","","0","0"
"2019-03-09 22:15:11",1104505940684943361,"EdsonMachadoda4","Minha tatuagem. em São Paulo  Brazil https://t.co/U5OPLEhueb",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:14:30",1104505767271362560,"xfrangobacon","~ em São Paulo  Brazil https://t.co/9djebvUdXE",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:12:06",1104505164642148353,"luizbcavalcante","🤳🏽 @luizcava1983
.
#selfie #sp #saopaulo #brasil #foto #photo #gaybrasil #glbt #vida #saude #crossfit #thebeardedhomo #tatto #corrosa #forte #musculos #crossfitgames #careca #boy em São… https://t.co/dYQbNn4K3M",0,0,"","@luizcava1983","#selfie #sp #saopaulo #brasil #foto #photo #gaybrasil #glbt #vida #saude #crossfit #thebeardedhomo #tatto #corrosa #forte #musculos #crossfitgames #careca #boy","","🤳 🏽","pt","","0","0"
"2019-03-09 22:11:59",1104505135789756417,"ThisIsBrno","#meusantoépop em São Paulo  Brazil https://t.co/MQgs3QOSop",0,0,"","","#meusantoépop","","","pt","","0","0"
"2019-03-09 22:11:58",1104505128604835846,"EdsonMachadoda4","Wolve em São Paulo  Brazil https://t.co/D2t5Yq3bqX",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:10:58",1104504880939626499,"tiagoeclipse","Acabou de publicar uma foto em São Paulo  Brazil https://t.co/fMkT5pRz9A",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:10:16",1104504704225165313,"EdsonMachadoda4","Wolve em São Paulo  Brazil https://t.co/gk9C2viIaE",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:10:09",1104504674500165642,"RodrigoOdisseu","Parada obrigatória nas minhas visitas a São Paulo. ☺️❤️ em Pinacoteca do Estado de São Paulo https://t.co/4BcLbts8lv",0,0,"","","","","☺ ❤","pt","","0","0"
"2019-03-09 22:09:45",1104504570707886080,"danib_i","Primeiro o arco-íris  depois uma tremenda borrasca. em São Paulo  Brazil https://t.co/39KNjJ8UYG",0,1,"","","","","","pt","","0","0"
"2019-03-09 22:09:25",1104504490558799873,"EdsonMachadoda4","Wolve em São Paulo  Brazil https://t.co/ZWyiThO0Rd",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:09:09",1104504421088673792,"KeylaLuara","“Ele disse: não chore  que chorar enfraquece.
.

Eu disse: mas às vezes  é como a chuva que se precisa quando tem estiagem demais e tudo fica muito seco.” (C.L.)
.

Mulher tem licença… https://t.co/ReThc05Ipp",0,1,"","","","","","pt","","0","0"
"2019-03-09 22:08:44",1104504315278962688,"EdsonMachadoda4","Wolve em São Paulo  Brazil https://t.co/LJtmHovUeX",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:06:53",1104503851523072000,"EdsonMachadoda4","Wolve em São Paulo  Brazil https://t.co/vaSh3k0RPZ",0,0,"","","","","","pt","","0","0"
"2019-03-09 22:04:38",1104503283404754944,"cafallijewelry","Parabéns!!🔝💎❤️👏🏻👏🏻 em São Paulo  Brazil https://t.co/JMqcNReG5y",0,0,"","","","","🔝 💎 ❤ 👏 🏻 👏 🏻","pt","","0","0"
"2019-03-09 22:04:21",1104503214412460033,"EdsonMachadoda4","Wolve em São Paulo  Brazil https://t.co/uNKkniiOHp",0,0,"","","","","","pt","","0","0"
"2019-03-09 21:59:17",1104501936886292482,"AlexandreMS71","Acabou de publicar uma foto em São Paulo  Brazil https://t.co/KM6wNsevBl",0,0,"","","","","","pt","","0","0"
"2019-03-09 21:57:38",1104501525047472128,"borbols","#cliquesdaborbols 📲 em São Paulo  Brazil https://t.co/v8IAiD50k0",0,0,"","","#cliquesdaborbols","","📲","pt","","0","0"
"2019-03-09 21:57:13",1104501419619434496,"Fernando041176","Sempre em toda 'baguncinha' há uma voz com razão  mas ninguém da a atenção que ela merece. em São Paulo  Brazil https://t.co/5I49cqfaWx",0,0,"","","","","","pt","","0","0"
"2019-03-09 21:56:37",1104501267014012928,"lucasteske","Mamãe e Papai guardaram dinheiro e agora os filhos ganharam mais um triplex! #twister #rat em São Paulo  Brazil https://t.co/oUPpyQjCz6",0,2,"","","#twister #rat","","","pt","","0","0"
"2019-03-09 21:56:19",1104501191193505792,"404Roger_","Meu gato foi a prova mais leal de amor que tive até hoje  um amor sincero  e depois de tanta luta que tive com ele  resolvi tatuar seu nome em minha veia  onde lembrarei sempre do quão… https://t.co/bu4jmx54WT",0,0,"","","","","","pt","","0","0"
